age_group,year,sex,race_eth,deaths,crude.rate,cod
30-34 years,2023,Male,White,64,13.7,mvc
35-39 years,2018,Female,White,21,4.7,mvc
35-39 years,2018,Male,Black or African American,18,Unreliable,mvc
35-39 years,2018,Male,White,62,12.8,mvc
35-39 years,2019,Female,White,29,6.4,mvc
35-39 years,2019,Male,Black or African American,11,Unreliable,mvc
35-39 years,2019,Male,White,64,13.1,mvc
35-39 years,2020,Female,White,25,5.6,mvc
35-39 years,2020,Male,Black or African American,28,34.9,mvc
35-39 years,2020,Male,White,69,14.1,mvc
35-39 years,2021,Female,Black or African American,10,Unreliable,mvc
35-39 years,2021,Female,White,26,5.8,mvc
35-39 years,2021,Male,Black or African American,34,40.8,mvc
35-39 years,2021,Male,White,71,14.5,mvc
35-39 years,2022,Female,White,22,5.1,mvc
35-39 years,2022,Male,Black or African American,21,25.1,mvc
35-39 years,2022,Male,White,94,19.5,mvc
35-39 years,2023,Female,White,16,Unreliable,mvc
35-39 years,2023,Male,Black or African American,19,Unreliable,mvc
35-39 years,2023,Male,White,60,12.6,mvc
40-44 years,2018,Female,White,14,Unreliable,mvc
40-44 years,2018,Male,White,56,13.1,mvc
40-44 years,2019,Female,White,12,Unreliable,mvc
40-44 years,2019,Male,Black or African American,15,Unreliable,mvc
40-44 years,2019,Male,White,45,10.5,mvc
40-44 years,2020,Female,White,16,Unreliable,mvc
40-44 years,2020,Male,Black or African American,24,33.6,mvc
40-44 years,2020,Male,White,64,14.7,mvc
40-44 years,2021,Female,Black or African American,10,Unreliable,mvc
40-44 years,2021,Female,White,15,Unreliable,mvc
40-44 years,2021,Male,Black or African American,13,Unreliable,mvc
40-44 years,2021,Male,White,62,13.8,mvc
40-44 years,2022,Female,White,10,Unreliable,mvc
40-44 years,2022,Male,Black or African American,18,Unreliable,mvc
40-44 years,2022,Male,White,82,18.2,mvc
40-44 years,2023,Female,White,15,Unreliable,mvc
40-44 years,2023,Male,Black or African American,17,Unreliable,mvc
40-44 years,2023,Male,White,68,15.0,mvc
45-49 years,2018,Female,White,18,Unreliable,mvc
45-49 years,2018,Male,Black or African American,24,32.9,mvc
45-49 years,2018,Male,White,54,11.3,mvc
45-49 years,2019,Female,White,16,Unreliable,mvc
45-49 years,2019,Male,Black or African American,11,Unreliable,mvc
45-49 years,2019,Male,White,57,12.5,mvc
45-49 years,2020,Female,White,15,Unreliable,mvc
45-49 years,2020,Male,Black or African American,21,30.8,mvc
45-49 years,2020,Male,White,48,11.1,mvc
45-49 years,2021,Female,White,13,Unreliable,mvc
45-49 years,2021,Male,Black or African American,15,Unreliable,mvc
45-49 years,2021,Male,White,53,12.7,mvc
45-49 years,2022,Female,White,18,Unreliable,mvc
45-49 years,2022,Male,Black or African American,15,Unreliable,mvc
45-49 years,2022,Male,White,74,18.2,mvc
45-49 years,2023,Female,White,14,Unreliable,mvc
45-49 years,2023,Male,Black or African American,19,Unreliable,mvc
45-49 years,2023,Male,White,59,14.6,mvc
50-54 years,2018,Female,White,20,4.0,mvc
50-54 years,2018,Male,White,57,11.1,mvc
50-54 years,2019,Female,White,20,4.2,mvc
50-54 years,2019,Male,Black or African American,14,Unreliable,mvc
50-54 years,2019,Male,White,74,15.0,mvc
50-54 years,2020,Female,White,16,Unreliable,mvc
50-54 years,2020,Male,Black or African American,18,Unreliable,mvc
50-54 years,2020,Male,White,66,13.6,mvc
50-54 years,2021,Female,White,25,5.5,mvc
50-54 years,2021,Male,Black or African American,20,27.0,mvc
50-54 years,2021,Male,White,88,18.1,mvc
50-54 years,2022,Female,White,18,Unreliable,mvc
50-54 years,2022,Male,Black or African American,15,Unreliable,mvc
50-54 years,2022,Male,White,77,16.4,mvc
50-54 years,2023,Female,White,16,Unreliable,mvc
50-54 years,2023,Male,Black or African American,18,Unreliable,mvc
50-54 years,2023,Male,White,68,15.1,mvc
55-59 years,2018,Female,White,32,5.5,mvc
55-59 years,2018,Male,White,94,16.0,mvc
55-59 years,2019,Female,White,27,4.8,mvc
55-59 years,2019,Male,Black or African American,15,Unreliable,mvc
55-59 years,2019,Male,White,87,15.2,mvc
55-59 years,2020,Female,White,21,3.9,mvc
55-59 years,2020,Male,Black or African American,16,Unreliable,mvc
55-59 years,2020,Male,White,87,15.8,mvc
55-59 years,2021,Female,Black or African American,10,Unreliable,mvc
55-59 years,2021,Female,White,27,5.3,mvc
55-59 years,2021,Male,Black or African American,18,Unreliable,mvc
55-59 years,2021,Male,White,85,16.0,mvc
55-59 years,2022,Female,White,28,5.9,mvc
55-59 years,2022,Male,Black or African American,19,Unreliable,mvc
55-59 years,2022,Male,White,85,16.9,mvc
55-59 years,2023,Female,White,15,Unreliable,mvc
55-59 years,2023,Male,Black or African American,14,Unreliable,mvc
55-59 years,2023,Male,White,81,17.0,mvc
60-64 years ,2018,Female,White,27,4.7,mvc
60-64 years ,2018,Male,White,72,12.8,mvc
60-64 years ,2019,Female,White,28,4.9,mvc
60-64 years ,2019,Male,Black or African American,10,Unreliable,mvc
60-64 years ,2019,Male,White,63,11.3,mvc
60-64 years ,2020,Female,White,23,4.1,mvc
60-64 years ,2020,Male,Black or African American,11,Unreliable,mvc
60-64 years ,2020,Male,White,83,15.0,mvc
60-64 years ,2021,Female,White,24,4.4,mvc
60-64 years ,2021,Male,Black or African American,21,29.6,mvc
60-64 years ,2021,Male,White,92,16.5,mvc
60-64 years ,2022,Female,White,23,4.3,mvc
60-64 years ,2022,Male,Black or African American,15,Unreliable,mvc
60-64 years ,2022,Male,White,94,17.4,mvc
60-64 years ,2023,Female,White,19,Unreliable,mvc
60-64 years ,2023,Male,Black or African American,19,Unreliable,mvc
60-64 years ,2023,Male,White,78,14.7,mvc
65-69 years,2018,Female,White,21,4.1,mvc
65-69 years,2018,Male,White,73,15.2,mvc
65-69 years,2019,Female,White,24,4.6,mvc
65-69 years,2019,Male,White,56,11.6,mvc
65-69 years,2020,Female,White,22,4.3,mvc
65-69 years,2020,Male,White,72,15.0,mvc
65-69 years,2021,Female,White,14,Unreliable,mvc
65-69 years,2021,Male,White,63,12.9,mvc
65-69 years,2022,Female,White,19,Unreliable,mvc
65-69 years,2022,Male,White,73,15.1,mvc
65-69 years,2023,Female,White,21,4.1,mvc
65-69 years,2023,Male,White,73,14.9,mvc
70-74 years,2018,Female,White,21,4.8,mvc
70-74 years,2018,Male,White,38,9.7,mvc
70-74 years,2019,Female,White,21,4.7,mvc
70-74 years,2019,Male,White,53,13.1,mvc
70-74 years,2020,Female,White,14,Unreliable,mvc
70-74 years,2020,Male,White,45,11.0,mvc
70-74 years,2021,Female,White,15,Unreliable,mvc
70-74 years,2021,Male,White,57,13.6,mvc
70-74 years,2022,Female,White,23,5.1,mvc
70-74 years,2022,Male,White,38,9.4,mvc
70-74 years,2023,Female,White,15,Unreliable,mvc
70-74 years,2023,Male,White,53,13.0,mvc
75-79 years,2018,Female,White,18,Unreliable,mvc
75-79 years,2018,Male,White,29,11.2,mvc
75-79 years,2019,Female,White,16,Unreliable,mvc
75-79 years,2019,Male,White,42,15.5,mvc
75-79 years,2020,Male,White,28,10.1,mvc
75-79 years,2021,Female,White,18,Unreliable,mvc
75-79 years,2021,Male,White,43,15.6,mvc
75-79 years,2022,Female,White,20,5.7,mvc
75-79 years,2022,Male,White,35,11.5,mvc
75-79 years,2023,Female,White,21,5.7,mvc
75-79 years,2023,Male,White,31,9.8,mvc
80-84 years,2018,Female,White,15,Unreliable,mvc
80-84 years,2018,Male,White,30,17.9,mvc
80-84 years,2019,Female,White,16,Unreliable,mvc
80-84 years,2019,Male,White,35,20.5,mvc
80-84 years,2020,Female,White,14,Unreliable,mvc
80-84 years,2020,Male,White,24,13.9,mvc
80-84 years,2021,Female,White,19,Unreliable,mvc
80-84 years,2021,Male,White,33,19.8,mvc
80-84 years,2022,Female,White,15,Unreliable,mvc
80-84 years,2022,Male,White,25,14.2,mvc
80-84 years,2023,Female,White,14,Unreliable,mvc
80-84 years,2023,Male,White,25,13.4,mvc
85-89 years,2018,Female,White,14,Not Applicable,mvc
85-89 years,2018,Male,White,16,Not Applicable,mvc
85-89 years,2019,Female,White,11,Not Applicable,mvc
85-89 years,2019,Male,White,12,Not Applicable,mvc
85-89 years,2020,Female,White,18,Not Applicable,mvc
85-89 years,2020,Male,White,15,Not Applicable,mvc
85-89 years,2021,Female,White,14,Not Applicable,mvc
85-89 years,2021,Male,White,24,Not Applicable,mvc
85-89 years,2022,Female,White,12,Not Applicable,mvc
85-89 years,2022,Male,White,18,Not Applicable,mvc
85-89 years,2023,Male,White,16,Not Applicable,mvc
90-94 years,2018,Female,White,10,Not Applicable,mvc
90-94 years,2018,Male,White,16,Not Applicable,mvc
90-94 years,2020,Male,White,10,Not Applicable,mvc
90-94 years,2022,Male,White,15,Not Applicable,mvc
90-94 years,2023,Female,White,10,Not Applicable,mvc
90-94 years,2023,Male,White,11,Not Applicable,mvc
1-4 years,1999,Male,Hispanic,13,Unreliable,mvc
1-4 years,2000,Male,Hispanic,14,Unreliable,mvc
1-4 years,2002,Male,Hispanic,16,Unreliable,mvc
1-4 years,2003,Female,Hispanic,11,Unreliable,mvc
1-4 years,2005,Female,Hispanic,12,Unreliable,mvc
1-4 years,2005,Male,Hispanic,12,Unreliable,mvc
1-4 years,2006,Male,Hispanic,11,Unreliable,mvc
1-4 years,2007,Female,Hispanic,14,Unreliable,mvc
1-4 years,2007,Male,Hispanic,10,Unreliable,mvc
1-4 years,2009,Male,Hispanic,12,Unreliable,mvc
1-4 years,2012,Female,Hispanic,10,Unreliable,mvc
5-9 years,2000,Female,Hispanic,22,3.6,mvc
5-9 years,2000,Male,Hispanic,12,Unreliable,mvc
5-9 years,2001,Female,Hispanic,11,Unreliable,mvc
5-9 years,2001,Male,Hispanic,10,Unreliable,mvc
5-9 years,2002,Female,Hispanic,13,Unreliable,mvc
5-9 years,2002,Male,Hispanic,12,Unreliable,mvc
5-9 years,2003,Female,Hispanic,11,Unreliable,mvc
5-9 years,2003,Male,Hispanic,22,3.6,mvc
5-9 years,2005,Female,Hispanic,18,Unreliable,mvc
5-9 years,2005,Male,Hispanic,10,Unreliable,mvc
5-9 years,2007,Female,Hispanic,11,Unreliable,mvc
5-9 years,2007,Male,Hispanic,21,3.4,mvc
5-9 years,2008,Male,Hispanic,12,Unreliable,mvc
5-9 years,2009,Female,Hispanic,11,Unreliable,mvc
5-9 years,2013,Female,Hispanic,10,Unreliable,mvc
5-9 years,2016,Female,Hispanic,10,Unreliable,mvc
5-9 years,2017,Female,Hispanic,11,Unreliable,mvc
10-14 years,1999,Female,Hispanic,10,Unreliable,mvc
10-14 years,1999,Male,Hispanic,17,Unreliable,mvc
10-14 years,2000,Female,Hispanic,10,Unreliable,mvc
10-14 years,2000,Male,Hispanic,20,3.8,mvc
10-14 years,2001,Female,Hispanic,15,Unreliable,mvc
10-14 years,2001,Male,Hispanic,11,Unreliable,mvc
10-14 years,2002,Male,Hispanic,17,Unreliable,mvc
10-14 years,2003,Female,Hispanic,14,Unreliable,mvc
10-14 years,2003,Male,Hispanic,22,3.5,mvc
10-14 years,2004,Female,Hispanic,17,Unreliable,mvc
10-14 years,2004,Male,Hispanic,17,Unreliable,mvc
10-14 years,2005,Female,Hispanic,13,Unreliable,mvc
10-14 years,2005,Male,Hispanic,24,3.6,mvc
10-14 years,2006,Female,Hispanic,18,Unreliable,mvc
10-14 years,2006,Male,Hispanic,13,Unreliable,mvc
10-14 years,2007,Female,Hispanic,13,Unreliable,mvc
10-14 years,2007,Male,Hispanic,13,Unreliable,mvc
10-14 years,2008,Male,Hispanic,11,Unreliable,mvc
10-14 years,2009,Male,Hispanic,13,Unreliable,mvc
10-14 years,2012,Male,Hispanic,13,Unreliable,mvc
10-14 years,2013,Male,Hispanic,15,Unreliable,mvc
10-14 years,2014,Male,Hispanic,18,Unreliable,mvc
10-14 years,2017,Male,Hispanic,15,Unreliable,mvc
15-19 years,1999,Female,Hispanic,48,10.5,mvc
15-19 years,1999,Male,Hispanic,88,17.4,mvc
15-19 years,2000,Female,Hispanic,32,6.8,mvc
15-19 years,2000,Male,Hispanic,102,19.6,mvc
15-19 years,2001,Female,Hispanic,37,7.7,mvc
15-19 years,2001,Male,Hispanic,104,19.4,mvc
15-19 years,2002,Female,Hispanic,52,10.5,mvc
15-19 years,2002,Male,Hispanic,133,24.3,mvc
15-19 years,2003,Female,Hispanic,50,9.8,mvc
15-19 years,2003,Male,Hispanic,133,23.7,mvc
15-19 years,2004,Female,Hispanic,56,10.6,mvc
15-19 years,2004,Male,Hispanic,127,22.0,mvc
15-19 years,2005,Female,Hispanic,73,13.2,mvc
15-19 years,2005,Male,Hispanic,123,20.4,mvc
15-19 years,2006,Female,Hispanic,54,9.3,mvc
15-19 years,2006,Male,Hispanic,153,24.5,mvc
15-19 years,2007,Female,Hispanic,41,6.8,mvc
15-19 years,2007,Male,Hispanic,136,20.9,mvc
15-19 years,2008,Female,Hispanic,39,6.2,mvc
15-19 years,2008,Male,Hispanic,98,14.6,mvc
15-19 years,2009,Female,Hispanic,37,5.7,mvc
15-19 years,2009,Male,Hispanic,88,12.8,mvc
15-19 years,2010,Female,Hispanic,31,4.7,mvc
15-19 years,2010,Male,Hispanic,57,8.2,mvc
15-19 years,2011,Female,Hispanic,25,3.8,mvc
15-19 years,2011,Male,Hispanic,69,9.9,mvc
15-19 years,2012,Female,Hispanic,21,3.2,mvc
15-19 years,2012,Male,Hispanic,66,9.6,mvc
15-19 years,2013,Female,Hispanic,23,3.6,mvc
15-19 years,2013,Male,Hispanic,62,9.2,mvc
15-19 years,2014,Female,Hispanic,30,4.7,mvc
15-19 years,2014,Male,Hispanic,75,11.3,mvc
15-19 years,2015,Female,Hispanic,35,5.5,mvc
15-19 years,2015,Male,Hispanic,85,12.9,mvc
15-19 years,2016,Female,Hispanic,44,6.9,mvc
15-19 years,2016,Male,Hispanic,86,13.1,mvc
15-19 years,2017,Female,Hispanic,41,6.5,mvc
15-19 years,2017,Male,Hispanic,82,12.5,mvc
20-24 years,1999,Female,Hispanic,35,7.7,mvc
20-24 years,1999,Male,Hispanic,139,26.2,mvc
20-24 years,2000,Female,Hispanic,41,8.7,mvc
20-24 years,2000,Male,Hispanic,131,23.8,mvc
20-24 years,2001,Female,Hispanic,40,8.2,mvc
20-24 years,2001,Male,Hispanic,159,28.0,mvc
20-24 years,2002,Female,Hispanic,45,9.0,mvc
20-24 years,2002,Male,Hispanic,195,33.5,mvc
20-24 years,2003,Female,Hispanic,37,7.2,mvc
20-24 years,2003,Male,Hispanic,184,31.1,mvc
20-24 years,2004,Female,Hispanic,37,7.1,mvc
20-24 years,2004,Male,Hispanic,173,28.8,mvc
20-24 years,2005,Female,Hispanic,57,10.9,mvc
20-24 years,2005,Male,Hispanic,210,34.8,mvc
20-24 years,2006,Female,Hispanic,46,8.7,mvc
20-24 years,2006,Male,Hispanic,230,38.0,mvc
20-24 years,2007,Female,Hispanic,64,12.0,mvc
20-24 years,2007,Male,Hispanic,226,37.2,mvc
20-24 years,2008,Female,Hispanic,44,8.1,mvc
20-24 years,2008,Male,Hispanic,191,31.1,mvc
20-24 years,2009,Female,Hispanic,40,7.2,mvc
20-24 years,2009,Male,Hispanic,157,25.0,mvc
20-24 years,2010,Female,Hispanic,34,5.9,mvc
20-24 years,2010,Male,Hispanic,130,20.3,mvc
20-24 years,2011,Female,Hispanic,41,6.8,mvc
20-24 years,2011,Male,Hispanic,119,17.9,mvc
20-24 years,2012,Female,Hispanic,34,5.4,mvc
20-24 years,2012,Male,Hispanic,135,19.8,mvc
20-24 years,2013,Female,Hispanic,41,6.4,mvc
20-24 years,2013,Male,Hispanic,169,24.4,mvc
20-24 years,2014,Female,Hispanic,53,8.1,mvc
20-24 years,2014,Male,Hispanic,168,24.1,mvc
20-24 years,2015,Female,Hispanic,44,6.7,mvc
20-24 years,2015,Male,Hispanic,169,24.3,mvc
20-24 years,2016,Female,Hispanic,69,10.6,mvc
20-24 years,2016,Male,Hispanic,209,30.5,mvc
20-24 years,2017,Female,Hispanic,65,10.0,mvc
20-24 years,2017,Male,Hispanic,189,27.9,mvc
25-29 years,1999,Female,Hispanic,30,6.3,mvc
25-29 years,1999,Male,Hispanic,101,18.2,mvc
25-29 years,2000,Female,Hispanic,22,4.5,mvc
25-29 years,2000,Male,Hispanic,98,17.7,mvc
25-29 years,2001,Female,Hispanic,29,5.8,mvc
25-29 years,2001,Male,Hispanic,90,16.1,mvc
25-29 years,2002,Female,Hispanic,28,5.6,mvc
25-29 years,2002,Male,Hispanic,110,19.6,mvc
25-29 years,2003,Female,Hispanic,33,6.5,mvc
25-29 years,2003,Male,Hispanic,116,20.5,mvc
25-29 years,2004,Female,Hispanic,38,7.4,mvc
25-29 years,2004,Male,Hispanic,138,24.1,mvc
25-29 years,2005,Female,Hispanic,34,6.5,mvc
25-29 years,2005,Male,Hispanic,152,26.2,mvc
25-29 years,2006,Female,Hispanic,34,6.4,mvc
25-29 years,2006,Male,Hispanic,115,19.5,mvc
25-29 years,2007,Female,Hispanic,26,4.9,mvc
25-29 years,2007,Male,Hispanic,161,27.0,mvc
25-29 years,2008,Female,Hispanic,27,4.9,mvc
25-29 years,2008,Male,Hispanic,121,20.0,mvc
25-29 years,2009,Female,Hispanic,29,5.2,mvc
25-29 years,2009,Male,Hispanic,113,18.5,mvc
25-29 years,2010,Female,Hispanic,21,3.8,mvc
25-29 years,2010,Male,Hispanic,77,12.6,mvc
25-29 years,2011,Female,Hispanic,19,Unreliable,mvc
25-29 years,2011,Male,Hispanic,82,13.2,mvc
25-29 years,2012,Female,Hispanic,25,4.5,mvc
25-29 years,2012,Male,Hispanic,97,15.6,mvc
25-29 years,2013,Female,Hispanic,25,4.4,mvc
25-29 years,2013,Male,Hispanic,101,16.0,mvc
25-29 years,2014,Female,Hispanic,33,5.7,mvc
25-29 years,2014,Male,Hispanic,107,16.8,mvc
25-29 years,2015,Female,Hispanic,26,4.4,mvc
25-29 years,2015,Male,Hispanic,131,20.2,mvc
25-29 years,2016,Female,Hispanic,49,8.0,mvc
25-29 years,2016,Male,Hispanic,148,22.3,mvc
25-29 years,2017,Female,Hispanic,28,4.4,mvc
25-29 years,2017,Male,Hispanic,139,20.2,mvc
30-34 years,1999,Female,Hispanic,21,4.6,mvc
30-34 years,1999,Male,Hispanic,67,12.7,mvc
30-34 years,2000,Female,Hispanic,24,5.2,mvc
30-34 years,2000,Male,Hispanic,65,12.3,mvc
30-34 years,2001,Female,Hispanic,20,4.1,mvc
30-34 years,2001,Male,Hispanic,74,13.7,mvc
30-34 years,2002,Female,Hispanic,21,4.2,mvc
30-34 years,2002,Male,Hispanic,87,15.8,mvc
30-34 years,2003,Female,Hispanic,26,5.1,mvc
30-34 years,2003,Male,Hispanic,97,17.5,mvc
30-34 years,2004,Female,Hispanic,22,4.3,mvc
30-34 years,2004,Male,Hispanic,84,15.2,mvc
30-34 years,2005,Female,Hispanic,28,5.4,mvc
30-34 years,2005,Male,Hispanic,94,17.1,mvc
30-34 years,2006,Female,Hispanic,29,5.6,mvc
30-34 years,2006,Male,Hispanic,105,19.2,mvc
30-34 years,2007,Female,Hispanic,38,7.3,mvc
30-34 years,2007,Male,Hispanic,103,18.8,mvc
30-34 years,2008,Female,Hispanic,18,Unreliable,mvc
30-34 years,2008,Male,Hispanic,78,14.1,mvc
30-34 years,2009,Female,Hispanic,19,Unreliable,mvc
30-34 years,2009,Male,Hispanic,66,11.8,mvc
30-34 years,2010,Female,Hispanic,18,Unreliable,mvc
30-34 years,2010,Male,Hispanic,65,11.5,mvc
30-34 years,2011,Female,Hispanic,15,Unreliable,mvc
30-34 years,2011,Male,Hispanic,54,9.3,mvc
30-34 years,2012,Female,Hispanic,15,Unreliable,mvc
30-34 years,2012,Male,Hispanic,68,11.5,mvc
30-34 years,2013,Female,Hispanic,22,4.0,mvc
30-34 years,2013,Male,Hispanic,67,11.2,mvc
30-34 years,2014,Female,Hispanic,15,Unreliable,mvc
30-34 years,2014,Male,Hispanic,67,11.1,mvc
30-34 years,2015,Female,Hispanic,21,3.7,mvc
30-34 years,2015,Male,Hispanic,89,14.7,mvc
30-34 years,2016,Female,Hispanic,36,6.4,mvc
30-34 years,2016,Male,Hispanic,96,15.9,mvc
30-34 years,2017,Female,Hispanic,20,3.5,mvc
30-34 years,2017,Male,Hispanic,91,14.8,mvc
35-39 years,1999,Female,Hispanic,18,Unreliable,mvc
35-39 years,1999,Male,Hispanic,50,11.3,mvc
35-39 years,2000,Female,Hispanic,22,5.2,mvc
35-39 years,2000,Male,Hispanic,59,13.0,mvc
35-39 years,2001,Female,Hispanic,22,5.0,mvc
35-39 years,2001,Male,Hispanic,58,12.2,mvc
35-39 years,2002,Female,Hispanic,22,4.9,mvc
35-39 years,2002,Male,Hispanic,71,14.7,mvc
35-39 years,2003,Female,Hispanic,33,7.2,mvc
35-39 years,2003,Male,Hispanic,73,14.7,mvc
35-39 years,2004,Female,Hispanic,22,4.7,mvc
35-39 years,2004,Male,Hispanic,71,14.0,mvc
35-39 years,2005,Female,Hispanic,32,6.6,mvc
35-39 years,2005,Male,Hispanic,73,14.1,mvc
35-39 years,2006,Female,Hispanic,26,5.3,mvc
35-39 years,2006,Male,Hispanic,77,14.6,mvc
35-39 years,2007,Female,Hispanic,28,5.6,mvc
35-39 years,2007,Male,Hispanic,80,15.0,mvc
35-39 years,2008,Female,Hispanic,23,4.5,mvc
35-39 years,2008,Male,Hispanic,52,9.7,mvc
35-39 years,2009,Female,Hispanic,25,4.8,mvc
35-39 years,2009,Male,Hispanic,48,8.9,mvc
35-39 years,2010,Female,Hispanic,15,Unreliable,mvc
35-39 years,2010,Male,Hispanic,44,8.2,mvc
35-39 years,2011,Female,Hispanic,12,Unreliable,mvc
35-39 years,2011,Male,Hispanic,48,8.9,mvc
35-39 years,2012,Female,Hispanic,16,Unreliable,mvc
35-39 years,2012,Male,Hispanic,48,8.8,mvc
35-39 years,2013,Female,Hispanic,14,Unreliable,mvc
35-39 years,2013,Male,Hispanic,66,12.1,mvc
35-39 years,2014,Female,Hispanic,13,Unreliable,mvc
35-39 years,2014,Male,Hispanic,42,7.6,mvc
35-39 years,2015,Female,Hispanic,14,Unreliable,mvc
35-39 years,2015,Male,Hispanic,66,11.7,mvc
35-39 years,2016,Female,Hispanic,18,Unreliable,mvc
35-39 years,2016,Male,Hispanic,54,9.6,mvc
35-39 years,2017,Female,Hispanic,12,Unreliable,mvc
35-39 years,2017,Male,Hispanic,68,11.8,mvc
40-44 years,1999,Male,Hispanic,51,14.7,mvc
40-44 years,2000,Female,Hispanic,16,Unreliable,mvc
40-44 years,2000,Male,Hispanic,47,13.1,mvc
40-44 years,2001,Female,Hispanic,20,5.4,mvc
40-44 years,2001,Male,Hispanic,52,13.6,mvc
40-44 years,2002,Female,Hispanic,18,Unreliable,mvc
40-44 years,2002,Male,Hispanic,73,18.2,mvc
40-44 years,2003,Female,Hispanic,27,6.7,mvc
40-44 years,2003,Male,Hispanic,44,10.5,mvc
40-44 years,2004,Female,Hispanic,19,Unreliable,mvc
40-44 years,2004,Male,Hispanic,67,15.4,mvc
40-44 years,2005,Female,Hispanic,24,5.6,mvc
40-44 years,2005,Male,Hispanic,63,14.1,mvc
